month ,day ,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price
jan,1,4400,,feb,1,4150,,march,1,4270,,april,1,4050,,may,1,,,june,1,,,july,1,,,august,1,,,sept,1,,,oct,1,,,nov,1,,,dec,1,
jan,2,4400,,feb,2,4150,,march,2,4300,,april,2,4000,,may,2,,,june,2,,,july,2,,,august,2,,,sept,2,,,oct,2,,,nov,2,,,dec,2,
jan,3,4500,,feb,3,4200,,march,3,4300,,april,3,4150,,may,3,,,june,3,,,july,3,,,august,3,,,sept,3,,,oct,3,,,nov,3,,,dec,3,
jan,4,4600,,feb,4,4225,,march,4,4310,,april,4,4150,,may,4,,,june,4,,,july,4,,,august,4,,,sept,4,,,oct,4,,,nov,4,,,dec,4,
jan,5,4550,,feb,5,4420,,march,5,4280,,april,5,4100,,may,5,,,june,5,,,july,5,,,august,5,,,sept,5,,,oct,5,,,nov,5,,,dec,5,
jan,6,4460,,feb,6,4420,,march,6,4310,,april,6,4350,,may,6,,,june,6,,,july,6,,,august,6,,,sept,6,,,oct,6,,,nov,6,,,dec,6,
jan,7,4400,,feb,7,4525,,march,7,4315,,april,7,4450,,may,7,,,june,7,,,july,7,,,august,7,,,sept,7,,,oct,7,,,nov,7,,,dec,7,
jan,8,4400,,feb,8,4625,,march,8,4330,,april,8,4500,,may,8,,,june,8,,,july,8,,,august,8,,,sept,8,,,oct,8,,,nov,8,,,dec,8,
jan,9,4350,,feb,9,4600,,march,9,4270,,april,9,4450,,may,9,,,june,9,,,july,9,,,august,9,,,sept,9,,,oct,9,,,nov,9,,,dec,9,
jan,10,4350,,feb,10,4475,,march,10,4280,,april,10,4425,,may,10,,,june,10,,,july,10,,,august,10,,,sept,10,,,oct,10,,,nov,10,,,dec,10,
jan,11,4300,,feb,11,4500,,march,11,4270,,april,11,4300,,may,11,,,june,11,,,july,11,,,august,11,,,sept,11,,,oct,11,,,nov,11,,,dec,11,
jan,12,4300,,feb,12,4450,,march,12,4300,,april,12,4350,,may,12,,,june,12,,,july,12,,,august,12,,,sept,12,,,oct,12,,,nov,12,,,dec,12,
jan,13,4300,,feb,13,4400,,march,13,4300,,april,13,4350,,may,13,,,june,13,,,july,13,,,august,13,,,sept,13,,,oct,13,,,nov,13,,,dec,13,
jan,14,4350,,feb,14,4375,,march,14,4310,,april,14,4325,,may,14,,,june,14,,,july,14,,,august,14,,,sept,14,,,oct,14,,,nov,14,,,dec,14,
jan,15,4350,,feb,15,4350,,march,15,4280,,april,15,4251,,may,15,,,june,15,,,july,15,,,august,15,,,sept,15,,,oct,15,,,nov,15,,,dec,15,
jan,16,4350,,feb,16,4350,,march,16,4310,,april,16,4250,,may,16,,,june,16,,,july,16,,,august,16,,,sept,16,,,oct,16,,,nov,16,,,dec,16,
jan,17,4300,,feb,17,4350,,march,17,4315,,april,17,4250,,may,17,,,june,17,,,july,17,,,august,17,,,sept,17,,,oct,17,,,nov,17,,,dec,17,
jan,18,4300,,feb,18,4400,,march,18,4330,,april,18,4300,,may,18,,,june,18,,,july,18,,,august,18,,,sept,18,,,oct,18,,,nov,18,,,dec,18,
jan,19,4300,,feb,19,4120,,march,19,4270,,april,19,3900,,may,19,,,june,19,,,july,19,,,august,19,,,sept,19,,,oct,19,,,nov,19,,,dec,19,
jan,20,4350,,feb,20,4101,,march,20,4280,,april,20,3900,,may,20,,,june,20,,,july,20,,,august,20,,,sept,20,,,oct,20,,,nov,20,,,dec,20,
jan,1,4860,,feb,1,4900,,march,1,4920,,april,1,5999,,may,1,,,june,1,,,july,1,,,august,1,,,sept,1,,,oct,1,,,nov,1,,,dec,1,
jan,2,5200,,feb,2,4890,,march,2,4900,,april,2,6000,,may,2,,,june,2,,,july,2,,,august,2,,,sept,2,,,oct,2,,,nov,2,,,dec,2,
jan,3,5180,,feb,3,4860,,march,3,4900,,april,3,5955,,may,3,,,june,3,,,july,3,,,august,3,,,sept,3,,,oct,3,,,nov,3,,,dec,3,
jan,4,5150,,feb,4,4870,,march,4,4900,,april,4,6010,,may,4,,,june,4,,,july,4,,,august,4,,,sept,4,,,oct,4,,,nov,4,,,dec,4,
jan,5,5272,,feb,5,4930,,march,5,4890,,april,5,6000,,may,5,,,june,5,,,july,5,,,august,5,,,sept,5,,,oct,5,,,nov,5,,,dec,5,
jan,6,4850,,feb,6,4950,,march,6,4900,,april,6,6112,,may,6,,,june,6,,,july,6,,,august,6,,,sept,6,,,oct,6,,,nov,6,,,dec,6,
jan,7,4850,,feb,7,4960,,march,7,4900,,april,7,6010,,may,7,,,june,7,,,july,7,,,august,7,,,sept,7,,,oct,7,,,nov,7,,,dec,7,
jan,8,4850,,feb,8,4950,,march,8,4920,,april,8,6050,,may,8,,,june,8,,,july,8,,,august,8,,,sept,8,,,oct,8,,,nov,8,,,dec,8,
jan,9,4830,,feb,9,4900,,march,9,4900,,april,9,5900,,may,9,,,june,9,,,july,9,,,august,9,,,sept,9,,,oct,9,,,nov,9,,,dec,9,
jan,10,4850,,feb,10,4900,,march,10,4900,,april,10,5615,,may,10,,,june,10,,,july,10,,,august,10,,,sept,10,,,oct,10,,,nov,10,,,dec,10,
jan,11,4900,,feb,11,4920,,march,11,4910,,april,11,5615,,may,11,,,june,11,,,july,11,,,august,11,,,sept,11,,,oct,11,,,nov,11,,,dec,11,
jan,12,4800,,feb,12,4900,,march,12,4800,,april,12,5540,,may,12,,,june,12,,,july,12,,,august,12,,,sept,12,,,oct,12,,,nov,12,,,dec,12,
jan,13,4900,,feb,13,4910,,march,13,4920,,april,13,5520,,may,13,,,june,13,,,july,13,,,august,13,,,sept,13,,,oct,13,,,nov,13,,,dec,13,
jan,14,4925,,feb,14,4900,,march,14,4900,,april,14,5560,,may,14,,,june,14,,,july,14,,,august,14,,,sept,14,,,oct,14,,,nov,14,,,dec,14,
jan,15,4950,,feb,15,4900,,march,15,4900,,april,15,5550,,may,15,,,june,15,,,july,15,,,august,15,,,sept,15,,,oct,15,,,nov,15,,,dec,15,
jan,16,4900,,feb,16,4900,,march,16,4900,,april,16,5615,,may,16,,,june,16,,,july,16,,,august,16,,,sept,16,,,oct,16,,,nov,16,,,dec,16,
jan,17,4920,,feb,17,4910,,march,17,4890,,april,17,5560,,may,17,,,june,17,,,july,17,,,august,17,,,sept,17,,,oct,17,,,nov,17,,,dec,17,
jan,18,4900,,feb,18,4900,,march,18,4900,,april,18,5350,,may,18,,,june,18,,,july,18,,,august,18,,,sept,18,,,oct,18,,,nov,18,,,dec,18,
jan,19,4900,,feb,19,4900,,march,19,4900,,april,19,5600,,may,19,,,june,19,,,july,19,,,august,19,,,sept,19,,,oct,19,,,nov,19,,,dec,19,
jan,20,4890,,feb,20,4910,,march,20,4920,,april,20,5595,,may,20,,,june,20,,,july,20,,,august,20,,,sept,20,,,oct,20,,,nov,20,,,dec,20,
jan,1,5380,,feb,1,5780,,march,1,6040,,april,1,6011,,may,1,,,june,1,,,july,1,,,august,1,,,sept,1,,,oct,1,,,nov,1,,,dec,1,
jan,2,5340,,feb,2,5800,,march,2,6060,,april,2,6000,,may,2,,,june,2,,,july,2,,,august,2,,,sept,2,,,oct,2,,,nov,2,,,dec,2,
jan,3,5450,,feb,3,5900,,march,3,6050,,april,3,6000,,may,3,,,june,3,,,july,3,,,august,3,,,sept,3,,,oct,3,,,nov,3,,,dec,3,
jan,4,5520,,feb,4,5900,,march,4,6100,,april,4,6015,,may,4,,,june,4,,,july,4,,,august,4,,,sept,4,,,oct,4,,,nov,4,,,dec,4,
jan,5,5525,,feb,5,6030,,march,5,6050,,april,5,6058,,may,5,,,june,5,,,july,5,,,august,5,,,sept,5,,,oct,5,,,nov,5,,,dec,5,
jan,6,5560,,feb,6,6050,,march,6,6040,,april,6,6075,,may,6,,,june,6,,,july,6,,,august,6,,,sept,6,,,oct,6,,,nov,6,,,dec,6,
jan,7,5420,,feb,7,6000,,march,7,6060,,april,7,6010,,may,7,,,june,7,,,july,7,,,august,7,,,sept,7,,,oct,7,,,nov,7,,,dec,7,
jan,8,5730,,feb,8,6050,,march,8,6050,,april,8,5988,,may,8,,,june,8,,,july,8,,,august,8,,,sept,8,,,oct,8,,,nov,8,,,dec,8,
jan,9,5610,,feb,9,5780,,march,9,6100,,april,9,6050,,may,9,,,june,9,,,july,9,,,august,9,,,sept,9,,,oct,9,,,nov,9,,,dec,9,
jan,10,5640,,feb,10,5800,,march,10,6050,,april,10,6000,,may,10,,,june,10,,,july,10,,,august,10,,,sept,10,,,oct,10,,,nov,10,,,dec,10,
jan,11,5515,,feb,11,5900,,march,11,6040,,april,11,6031,,may,11,,,june,11,,,july,11,,,august,11,,,sept,11,,,oct,11,,,nov,11,,,dec,11,
jan,12,5750,,feb,12,5900,,march,12,6060,,april,12,5999,,may,12,,,june,12,,,july,12,,,august,12,,,sept,12,,,oct,12,,,nov,12,,,dec,12,
jan,13,5800,,feb,13,6030,,march,13,6050,,april,13,6000,,may,13,,,june,13,,,july,13,,,august,13,,,sept,13,,,oct,13,,,nov,13,,,dec,13,
jan,14,5750,,feb,14,6050,,march,14,6100,,april,14,5955,,may,14,,,june,14,,,july,14,,,august,14,,,sept,14,,,oct,14,,,nov,14,,,dec,14,
jan,15,5760,,feb,15,6000,,march,15,6050,,april,15,6010,,may,15,,,june,15,,,july,15,,,august,15,,,sept,15,,,oct,15,,,nov,15,,,dec,15,
