month ,day ,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price
jan,1,4200,,feb,1,4061,,march,1,4161,,april,1,4523,,may,1,,,june,1,,,july,1,,,august,1,,,sept,1,4315,,oct,1,4549,,nov,1,4398,,dec,1,4449
jan,2,4200,,feb,2,4070,,march,2,4182,,april,2,4475,,may,2,,,june,2,,,july,2,,,august,2,,,sept,2,4465,,oct,2,4516,,nov,2,4400,,dec,2,4398
jan,3,4294,,feb,3,4025,,march,3,4161,,april,3,4475,,may,3,,,june,3,,,july,3,,,august,3,,,sept,3,4501,,oct,3,4486,,nov,3,4468,,dec,3,4351
jan,4,4330,,feb,4,4112,,march,4,4128,,april,4,4600,,may,4,,,june,4,,,july,4,,,august,4,,,sept,4,4585,,oct,4,4475,,nov,4,4465,,dec,4,4370
jan,5,4311,,feb,5,4050,,march,5,4131,,april,5,4717,,may,5,,,june,5,,,july,5,,,august,5,,,sept,5,4500,,oct,5,4541,,nov,5,4405,,dec,5,4383
jan,6,4336,,feb,6,4050,,march,6,4136,,april,6,4666,,may,6,,,june,6,,,july,6,,,august,6,,,sept,6,4511,,oct,6,4571,,nov,6,4480,,dec,6,4380
jan,7,4249,,feb,7,4043,,march,7,4118,,april,7,4685,,may,7,,,june,7,,,july,7,,,august,7,,,sept,7,4352,,oct,7,4575,,nov,7,4440,,dec,7,4288
jan,8,4228,,feb,8,4032,,march,8,4130,,april,8,4523,,may,8,,,june,8,,,july,8,,,august,8,,,sept,8,4440,,oct,8,4521,,nov,8,4388,,dec,8,4315
jan,9,4237,,feb,9,4032,,march,9,4167,,april,9,4475,,may,9,,,june,9,,,july,9,,,august,9,,,sept,9,4477,,oct,9,4506,,nov,9,4461,,dec,9,4385
jan,10,4191,,feb,10,4035,,march,10,4160,,april,10,4475,,may,10,,,june,10,,,july,10,,,august,10,,,sept,10,4500,,oct,10,4525,,nov,10,4304,,dec,10,4385
jan,11,4234,,feb,11,4026,,march,11,4160,,april,11,4600,,may,11,,,june,11,,,july,11,,,august,11,,,sept,11,4315,,oct,11,4485,,nov,11,4305,,dec,11,4415
