month,day,price
august,1,3400
august,2,3400
august,3,3400
august,4,3400
august,5,3400
august,6,3400
august,7,3400
august,8,3400
august,9,3400
august,10,3400
august,11,3400
august,12,3400
august,13,3400
august,14,3400
august,15,3400
august,16,3400
august,17,3400
august,18,3400
august,19,3000
august,20,3400
august,1,4800
august,2,4800
august,3,4800
august,4,4800
august,5,4800
august,6,4800
august,7,4800
august,8,4800
august,9,5789
august,10,5509
august,11,5439
august,12,4909
august,13,4989
august,14,4739
august,15,3909
august,16,2901
august,17,1914
august,18,4302
august,19,4454
august,20,4417
august,1,4500
august,2,4500
august,3,4500
august,4,4500
august,5,4500
august,6,4500
august,7,4500
august,8,4500
august,9,4500
august,10,4400
august,11,4400
august,12,4400
august,13,4400
august,14,4400
august,15,4400
august,16,4400
august,17,4400
august,18,4400
august,19,4400
august,20,4400
august,1,5100
august,2,5100
august,3,5100
august,4,5100
august,5,5100
august,6,5000
august,7,5000
august,8,5000
august,9,5000
august,10,5000
august,11,5000
august,12,5000
august,13,5000
august,14,5000
august,15,5000
august,16,5000
august,17,5000
august,18,5000
august,19,5000
august,20,5000
