month,day,price
sept,1,5325
sept,2,4370
sept,3,4505
sept,4,4145
sept,5,4585
sept,6,4220
sept,7,4140
sept,8,3835
sept,9,3930
sept,10,3790
sept,11,3800
sept,12,3975
sept,13,3980
sept,14,3750
sept,15,3750
sept,16,3780
sept,17,3995
sept,18,3700
sept,19,3785
sept,20,3990
sept,1,4280
sept,2,4225
sept,3,4250
sept,4,4225
sept,5,4260
sept,6,4280
sept,7,4350
sept,8,4350
sept,9,4350
sept,10,4350
sept,11,4335
sept,12,4300
sept,13,4500
sept,14,4475
sept,15,4450
sept,16,4370
sept,17,4300
sept,18,4300
sept,19,4200
sept,20,4400
sept,1,5017
sept,2,5245
sept,3,4942
sept,4,5060
sept,5,4942
sept,6,4727
sept,7,4647
sept,8,4697
sept,9,4707
sept,10,4927
sept,11,4857
sept,12,4497
sept,13,4837
sept,14,4942
sept,15,4727
sept,16,4647
sept,17,4697
sept,18,4707
sept,19,4927
sept,20,4857
