month,day,price
dec,1,4505
dec,2,4480
dec,3,4530
dec,4,4350
dec,5,4300
dec,6,4330
dec,7,4275
dec,8,4165
dec,9,4255
dec,10,4315
dec,11,4345
dec,12,4330
dec,13,4270
dec,14,4270
dec,15,4260
dec,16,4285
dec,17,4310
dec,18,4350
dec,19,4365
dec,20,4320
dec,1,5275
dec,2,5225
dec,3,5155
dec,4,5145
dec,5,5120
dec,6,5205
dec,7,5170
dec,8,5165
dec,9,5185
dec,10,5255
dec,11,5265
dec,12,5100
dec,13,5385
dec,14,5425
dec,15,5225
dec,16,5155
dec,17,5145
dec,18,5120
dec,19,5205
dec,20,5170
dec,1,5400
dec,2,5425
dec,3,5230
dec,4,5350
dec,5,5470
dec,6,5350
dec,7,5225
dec,8,5450
dec,9,5420
dec,10,5460
dec,11,5300
dec,12,5305
dec,13,5370
dec,14,5125
dec,15,5540
dec,16,5420
dec,17,5305
dec,18,5070
dec,19,5175
dec,20,5200
dec,1,5440
dec,2,5510
dec,3,5555
dec,4,5520
dec,5,5510
dec,6,5450
dec,7,5440
dec,8,5485
dec,9,5460
dec,10,5510
dec,11,5410
dec,12,5475
dec,13,5555
dec,14,5520
dec,15,5510
dec,16,5450
dec,17,5440
dec,18,5485
dec,19,5460
dec,20,5500
