month,day,price
dec,1,4400
dec,2,4350
dec,3,4250
dec,4,4300
dec,5,4350
dec,6,4250
dec,7,4300
dec,8,4200
dec,9,4250
dec,10,4300
dec,11,4280
dec,12,4250
dec,13,4300
dec,14,4350
dec,15,4300
dec,16,4400
dec,17,4360
dec,18,4500
dec,19,4500
dec,20,4400
dec,1,4300
dec,2,4250
dec,3,4275
dec,4,4260
dec,5,4300
dec,6,4350
dec,7,4250
dec,8,4300
dec,9,4350
dec,10,4350
dec,11,4300
dec,12,4350
dec,13,4400
dec,14,4320
dec,15,4360
dec,16,4300
dec,17,4250
dec,18,4275
dec,19,4260
dec,20,4300
dec,1,4100
dec,2,4200
dec,3,4000
dec,4,4200
dec,5,4100
dec,6,4200
dec,7,4300
dec,8,4275
dec,9,4250
dec,10,4200
dec,11,4100
dec,12,4000
dec,13,4275
dec,14,4200
dec,15,4100
dec,16,4300
dec,17,4000
dec,18,4280
dec,19,4100
dec,20,4200
dec,1,4300
dec,2,4350
dec,3,4400
dec,4,4300
dec,5,4350
dec,6,4450
dec,7,4500
dec,8,4400
dec,9,4500
dec,10,4550
dec,11,4600
dec,12,4500
dec,13,4560
dec,14,4650
dec,15,4700
dec,16,4680
dec,17,4650
dec,18,4400
dec,19,4460
dec,20,4460
dec,1,6050
dec,2,5700
dec,3,5600
dec,4,5550
dec,5,5900
dec,6,5800
dec,7,5850
dec,8,5700
dec,9,5800
dec,10,5600
dec,11,5350
dec,12,5100
dec,13,5200
dec,14,5400
dec,15,5350
dec,16,5400
dec,17,5200
dec,18,5200
dec,19,5200
dec,20,5250
