month,date,price
march,1,3600
march,2,3600
march,3,3620
march,4,3650
march,5,3680
march,6,3650
march,7,3600
march,8,3611
march,9,3660
march,10,3600
march,11,3630
march,12,3680
march,13,3670
march,14,3600
march,15,3625
march,16,3630
march,17,3650
march,18,3670
march,19,3675
march,20,3600
march,1,4050
march,2,4000
march,3,4000
march,4,4050
march,5,4050
march,6,4000
march,7,4000
march,8,4050
march,9,4000
march,10,4050
march,11,4100
march,12,4050
march,13,4000
march,14,4000
march,15,4000
march,16,4050
march,17,4000
march,18,4000
march,19,4020
march,20,4000
march,1,5100
march,2,5100
march,3,5050
march,4,5100
march,5,5200
march,6,5150
march,7,5100
march,8,5200
march,9,5100
march,10,5100
march,11,5100
march,12,5200
march,13,5100
march,14,5150
march,15,5100
march,16,5200
march,17,5250
march,18,5220
march,19,5300
march,20,5300
march,1,4234
march,2,4710
march,3,4684
march,4,4211
march,5,3961
march,6,4589
march,7,3862
march,8,4036
march,9,3864
march,10,4034
march,11,5000
march,12,3561
march,13,4386
march,14,4114
march,15,4379
march,16,3669
march,17,4219
march,18,3816
march,19,3417
march,20,3472
march,1,5200
march,2,5107
march,3,4869
march,4,4876
march,5,4841
march,6,4832
march,7,4900
march,8,4905
march,9,4905
march,10,4936
march,11,4953
march,12,4950
march,13,4807
march,14,5644
march,15,4890
march,16,5686
march,17,4942
march,18,4952
march,19,5173
march,20,5642
