month,day,price
oct,1,4560
oct,2,4535
oct,3,4520
oct,4,4510
oct,5,4495
oct,6,4475
oct,7,4480
oct,8,4490
oct,9,4545
oct,10,4630
oct,11,4595
oct,12,4660
oct,13,4665
oct,14,4650
oct,15,4655
oct,16,4630
oct,17,4600
oct,18,4505
oct,19,4480
oct,20,4530
oct,1,5245
oct,2,5245
oct,3,5280
oct,4,5240
oct,5,5230
oct,6,5040
oct,7,4935
oct,8,4940
oct,9,4780
oct,10,4780
oct,11,4800
oct,12,5175
oct,13,5145
oct,14,5165
oct,15,5160
oct,16,5155
oct,17,5055
oct,18,4955
oct,19,5040
oct,20,5120
oct,1,5185
oct,2,5165
oct,3,5270
oct,4,5250
oct,5,5310
oct,6,5220
oct,7,5320
oct,8,5251
oct,9,5255
oct,10,5145
oct,11,5225
oct,12,5340
oct,13,5295
oct,14,5340
oct,15,5375
oct,16,5390
oct,17,5410
oct,18,5345
oct,19,5330
oct,20,5330
oct,1,5090
oct,2,5090
oct,3,5125
oct,4,5115
oct,5,5150
oct,6,5145
oct,7,5190
oct,8,5140
oct,9,5180
oct,10,5070
oct,11,5145
oct,12,5250
oct,13,5235
oct,14,5245
oct,15,5340
oct,16,5345
oct,17,5350
oct,18,5265
oct,19,5270
oct,20,5275
