month,day,price
nov,1,4398
nov,2,4400
nov,3,4468
nov,4,4465
nov,5,4405
nov,6,4480
nov,7,4440
nov,8,4388
nov,9,4461
nov,10,4304
nov,11,4305
nov,12,4242
nov,13,4311
nov,14,4325
nov,15,4394
nov,16,4425
nov,17,4319
nov,18,4300
nov,19,4310
nov,20,4318
nov,1,5000
nov,2,4925
nov,3,4950
nov,4,5050
nov,5,5140
nov,6,5050
nov,7,5100
nov,8,5150
nov,9,5250
nov,10,5310
nov,11,5321
nov,12,5250
nov,13,5240
nov,14,5100
nov,15,5050
nov,16,5150
nov,17,5135
nov,18,5100
nov,19,5200
nov,20,5200
nov,1,5035
nov,2,5000
nov,3,5000
nov,4,5090
nov,5,5151
nov,6,5087
nov,7,5119
nov,8,5200
nov,9,5300
nov,10,5330
nov,11,5340
nov,12,5335
nov,13,5335
nov,14,5151
nov,15,5117
nov,16,5225
nov,17,5160
nov,18,5135
nov,19,5230
nov,20,5221
nov,1,5290
nov,2,5390
nov,3,5370
nov,4,5300
nov,5,5300
nov,6,5500
nov,7,5400
nov,8,5370
nov,9,5400
nov,10,5440
nov,11,5540
nov,12,5505
nov,13,5470
nov,14,5430
nov,15,5430
nov,16,5505
nov,17,5510
nov,18,5425
nov,19,5380
nov,20,5390
nov,1,5341
nov,2,5400
nov,3,5400
nov,4,5368
nov,5,5310
nov,6,5501
nov,7,5500
nov,8,5400
nov,9,5549
nov,10,5525
nov,11,5553
nov,12,5511
nov,13,5550
nov,14,5521
nov,15,5450
nov,16,5518
nov,17,5515
nov,18,5521
nov,19,5400
nov,20,5521
