month,day,price
sept,1,4315
sept,2,4465
sept,3,4501
sept,4,4585
sept,5,4500
sept,6,4511
sept,7,4352
sept,8,4440
sept,9,4477
sept,10,4500
sept,11,4315
sept,12,4465
sept,13,4501
sept,14,4585
sept,15,4500
sept,16,4511
sept,17,4352
sept,18,4440
sept,19,4477
sept,20,4500
sept,1,5471
sept,2,5500
sept,3,5501
sept,4,5400
sept,5,5400
sept,6,5100
sept,7,5150
sept,8,5100
sept,9,5250
sept,10,5160
sept,11,5471
sept,12,5500
sept,13,5501
sept,14,5400
sept,15,5400
sept,16,5100
sept,17,5150
sept,18,5100
sept,19,5250
sept,20,5160
sept,1,5471
sept,2,5570
sept,3,5501
sept,4,5400
sept,5,5400
sept,6,5100
sept,7,5251
sept,8,5162
sept,9,5357
sept,10,5181
sept,11,5100
sept,12,5150
sept,13,5100
sept,14,5250
sept,15,5160
sept,16,5471
sept,17,5570
sept,18,5501
sept,19,5400
sept,20,5400
sept,1,5460
sept,2,5521
sept,3,5430
sept,4,5560
sept,5,5325
sept,6,5330
sept,7,5370
sept,8,5385
sept,9,5465
sept,10,5350
sept,11,5460
sept,12,5521
sept,13,5430
sept,14,5560
sept,15,5325
sept,16,5330
sept,17,5370
sept,18,5385
sept,19,5465
sept,20,5350
sept,1,5500
sept,2,5521
sept,3,5451
sept,4,5583
sept,5,5336
sept,6,5365
sept,7,5377
sept,8,5400
sept,9,5479
sept,10,5451
sept,11,5500
sept,12,5521
sept,13,5451
sept,14,5583
sept,15,5336
sept,16,5365
sept,17,5377
sept,18,5400
sept,19,5479
sept,20,5451
