month,date,price
march,1,3750
march,2,3750
march,3,3750
march,4,3750
march,5,3750
march,6,3750
march,7,3750
march,8,3750
march,9,3750
march,10,3750
march,11,3750
march,12,3750
march,13,3750
march,14,3750
march,15,3750
march,16,3750
march,17,3750
march,18,3750
march,19,3750
march,20,3750
march,1,4500
march,2,4000
march,3,3800
march,4,4350
march,5,4300
march,6,3905
march,7,4000
march,8,3775
march,9,3350
march,10,3800
march,11,3500
march,12,3575
march,13,3500
march,14,3500
march,15,3500
march,16,4500
march,17,4200
march,18,3876
march,19,3698
march,20,3800
march,1,5675
march,2,5500
march,3,5700
march,4,5600
march,5,5700
march,6,5400
march,7,5750
march,8,5785
march,9,5600
march,10,5665
march,11,5450
march,12,5400
march,13,5485
march,14,5350
march,15,5400
march,16,5450
march,17,5500
march,18,5375
march,19,5465
march,20,5450
march,1,4650
march,2,4800
march,3,4800
march,4,4725
march,5,4700
march,6,4500
march,7,4620
march,8,4300
march,9,4800
march,10,4600
march,11,4600
march,12,4650
march,13,4600
march,14,4550
march,15,4700
march,16,4530
march,17,4200
march,18,4100
march,19,4535
march,20,4515
march,1,5250
march,2,5280
march,3,5250
march,4,5205
march,5,5320
march,6,5280
march,7,5205
march,8,5500
march,9,5405
march,10,5420
march,11,5415
march,12,5370
march,13,5375
march,14,5550
march,15,5114
march,16,5550
march,17,5455
march,18,5525
march,19,5850
march,20,5610
