month ,day ,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price,,month,day,price
jan,20,,,feb,20,,,march,20,,,april,20,,,may,20,,,june,20,,,july,20,,,august,20,,,sept,20,,,oct,20,,,nov,20,,,dec,20,
jan,1,4535,,feb,1,4475,,march,1,4470,,april,1,4440,,may,1,,,june,1,,,july,1,,,august,1,,,sept,1,,,oct,1,,,nov,1,,,dec,1,
jan,2,4650,,feb,2,4475,,march,2,4435,,april,2,4465,,may,2,,,june,2,,,july,2,,,august,2,,,sept,2,,,oct,2,,,nov,2,,,dec,2,
jan,3,4675,,feb,3,4465,,march,3,4475,,april,3,4495,,may,3,,,june,3,,,july,3,,,august,3,,,sept,3,,,oct,3,,,nov,3,,,dec,3,
jan,4,4600,,feb,4,4435,,march,4,4445,,april,4,4575,,may,4,,,june,4,,,july,4,,,august,4,,,sept,4,,,oct,4,,,nov,4,,,dec,4,
jan,5,4600,,feb,5,4465,,march,5,4455,,april,5,4565,,may,5,,,june,5,,,july,5,,,august,5,,,sept,5,,,oct,5,,,nov,5,,,dec,5,
jan,6,4555,,feb,6,4465,,march,6,4475,,april,6,4590,,may,6,,,june,6,,,july,6,,,august,6,,,sept,6,,,oct,6,,,nov,6,,,dec,6,
jan,7,4555,,feb,7,4450,,march,7,4465,,april,7,4735,,may,7,,,june,7,,,july,7,,,august,7,,,sept,7,,,oct,7,,,nov,7,,,dec,7,
jan,8,4500,,feb,8,4450,,march,8,4475,,april,8,4810,,may,8,,,june,8,,,july,8,,,august,8,,,sept,8,,,oct,8,,,nov,8,,,dec,8,
jan,9,4550,,feb,9,4455,,march,9,4475,,april,9,4850,,may,9,,,june,9,,,july,9,,,august,9,,,sept,9,,,oct,9,,,nov,9,,,dec,9,
jan,10,4565,,feb,10,4400,,march,10,4465,,april,10,4825,,may,10,,,june,10,,,july,10,,,august,10,,,sept,10,,,oct,10,,,nov,10,,,dec,10,
jan,11,4545,,feb,11,4345,,march,11,4455,,april,11,4900,,may,11,,,june,11,,,july,11,,,august,11,,,sept,11,,,oct,11,,,nov,11,,,dec,11,
jan,12,4575,,feb,12,4350,,march,12,4395,,april,12,4900,,may,12,,,june,12,,,july,12,,,august,12,,,sept,12,,,oct,12,,,nov,12,,,dec,12,
jan,13,4465,,feb,13,4375,,march,13,4450,,april,13,4900,,may,13,,,june,13,,,july,13,,,august,13,,,sept,13,,,oct,13,,,nov,13,,,dec,13,
jan,14,4450,,feb,14,4365,,march,14,4475,,april,14,4635,,may,14,,,june,14,,,july,14,,,august,14,,,sept,14,,,oct,14,,,nov,14,,,dec,14,
jan,15,4475,,feb,15,4395,,march,15,4465,,april,15,4755,,may,15,,,june,15,,,july,15,,,august,15,,,sept,15,,,oct,15,,,nov,15,,,dec,15,
jan,16,4465,,feb,16,4375,,march,16,4450,,april,16,4875,,may,16,,,june,16,,,july,16,,,august,16,,,sept,16,,,oct,16,,,nov,16,,,dec,16,
jan,17,4465,,feb,17,4450,,march,17,4375,,april,17,4900,,may,17,,,june,17,,,july,17,,,august,17,,,sept,17,,,oct,17,,,nov,17,,,dec,17,
jan,18,4465,,feb,18,4475,,march,18,4450,,april,18,4900,,may,18,,,june,18,,,july,18,,,august,18,,,sept,18,,,oct,18,,,nov,18,,,dec,18,
jan,19,4525,,feb,19,4435,,march,19,4385,,april,19,4895,,may,19,,,june,19,,,july,19,,,august,19,,,sept,19,,,oct,19,,,nov,19,,,dec,19,
jan,20,4525,,feb,20,4465,,march,20,4365,,april,20,4950,,may,20,,,june,20,,,july,20,,,august,20,,,sept,20,,,oct,20,,,nov,20,,,dec,20,
jan,1,5150,,feb,1,5575,,march,1,5565,,april,1,5485,,may,1,,,june,1,,,july,1,,,august,1,,,sept,1,,,oct,1,,,nov,1,,,dec,1,
jan,2,5250,,feb,2,5585,,march,2,5565,,april,2,5485,,may,2,,,june,2,,,july,2,,,august,2,,,sept,2,,,oct,2,,,nov,2,,,dec,2,
jan,3,5265,,feb,3,5650,,march,3,5575,,april,3,5535,,may,3,,,june,3,,,july,3,,,august,3,,,sept,3,,,oct,3,,,nov,3,,,dec,3,
jan,4,5300,,feb,4,5665,,march,4,5515,,april,4,5565,,may,4,,,june,4,,,july,4,,,august,4,,,sept,4,,,oct,4,,,nov,4,,,dec,4,
jan,5,5325,,feb,5,5665,,march,5,5675,,april,5,5510,,may,5,,,june,5,,,july,5,,,august,5,,,sept,5,,,oct,5,,,nov,5,,,dec,5,
jan,6,5325,,feb,6,5675,,march,6,5465,,april,6,4790,,may,6,,,june,6,,,july,6,,,august,6,,,sept,6,,,oct,6,,,nov,6,,,dec,6,
jan,7,5375,,feb,7,5550,,march,7,5450,,april,7,5455,,may,7,,,june,7,,,july,7,,,august,7,,,sept,7,,,oct,7,,,nov,7,,,dec,7,
jan,8,5375,,feb,8,5465,,march,8,5575,,april,8,5545,,may,8,,,june,8,,,july,8,,,august,8,,,sept,8,,,oct,8,,,nov,8,,,dec,8,
jan,9,5385,,feb,9,5525,,march,9,5445,,april,9,5365,,may,9,,,june,9,,,july,9,,,august,9,,,sept,9,,,oct,9,,,nov,9,,,dec,9,
jan,10,5450,,feb,10,5620,,march,10,5575,,april,10,5410,,may,10,,,june,10,,,july,10,,,august,10,,,sept,10,,,oct,10,,,nov,10,,,dec,10,
jan,11,5450,,feb,11,5650,,march,11,5575,,april,11,5375,,may,11,,,june,11,,,july,11,,,august,11,,,sept,11,,,oct,11,,,nov,11,,,dec,11,
jan,12,5450,,feb,12,5665,,march,12,5565,,april,12,5325,,may,12,,,june,12,,,july,12,,,august,12,,,sept,12,,,oct,12,,,nov,12,,,dec,12,
jan,13,5465,,feb,13,5650,,march,13,5295,,april,13,5235,,may,13,,,june,13,,,july,13,,,august,13,,,sept,13,,,oct,13,,,nov,13,,,dec,13,
jan,14,5235,,feb,14,5675,,march,14,5545,,april,14,5320,,may,14,,,june,14,,,july,14,,,august,14,,,sept,14,,,oct,14,,,nov,14,,,dec,14,
jan,15,5265,,feb,15,5650,,march,15,5515,,april,15,5325,,may,15,,,june,15,,,july,15,,,august,15,,,sept,15,,,oct,15,,,nov,15,,,dec,15,
jan,16,5335,,feb,16,5515,,march,16,5445,,april,16,5425,,may,16,,,june,16,,,july,16,,,august,16,,,sept,16,,,oct,16,,,nov,16,,,dec,16,
jan,17,5325,,feb,17,5575,,march,17,5455,,april,17,5325,,may,17,,,june,17,,,july,17,,,august,17,,,sept,17,,,oct,17,,,nov,17,,,dec,17,
jan,18,5375,,feb,18,5455,,march,18,5395,,april,18,5285,,may,18,,,june,18,,,july,18,,,august,18,,,sept,18,,,oct,18,,,nov,18,,,dec,18,
jan,19,5545,,feb,19,5465,,march,19,5425,,april,19,5385,,may,19,,,june,19,,,july,19,,,august,19,,,sept,19,,,oct,19,,,nov,19,,,dec,19,
jan,20,5625,,feb,20,5465,,march,20,5495,,april,20,5355,,may,20,,,june,20,,,july,20,,,august,20,,,sept,20,,,oct,20,,,nov,20,,,dec,20,
jan,1,4940,,feb,1,4770,,march,1,4825,,april,1,4825,,may,1,,,june,1,,,july,1,,,august,1,,,sept,1,,,oct,1,,,nov,1,,,dec,1,
jan,2,4970,,feb,2,4900,,march,2,4885,,april,2,4810,,may,2,,,june,2,,,july,2,,,august,2,,,sept,2,,,oct,2,,,nov,2,,,dec,2,
jan,3,4950,,feb,3,4850,,march,3,4885,,april,3,4815,,may,3,,,june,3,,,july,3,,,august,3,,,sept,3,,,oct,3,,,nov,3,,,dec,3,
jan,4,4930,,feb,4,4850,,march,4,4875,,april,4,4815,,may,4,,,june,4,,,july,4,,,august,4,,,sept,4,,,oct,4,,,nov,4,,,dec,4,
jan,5,4950,,feb,5,4700,,march,5,4835,,april,5,4765,,may,5,,,june,5,,,july,5,,,august,5,,,sept,5,,,oct,5,,,nov,5,,,dec,5,
jan,6,4950,,feb,6,5050,,march,6,4845,,april,6,4725,,may,6,,,june,6,,,july,6,,,august,6,,,sept,6,,,oct,6,,,nov,6,,,dec,6,
jan,7,4945,,feb,7,5050,,march,7,4865,,april,7,4735,,may,7,,,june,7,,,july,7,,,august,7,,,sept,7,,,oct,7,,,nov,7,,,dec,7,
jan,8,5050,,feb,8,4900,,march,8,4825,,april,8,4755,,may,8,,,june,8,,,july,8,,,august,8,,,sept,8,,,oct,8,,,nov,8,,,dec,8,
jan,9,4950,,feb,9,4850,,march,9,4775,,april,9,4755,,may,9,,,june,9,,,july,9,,,august,9,,,sept,9,,,oct,9,,,nov,9,,,dec,9,
jan,10,4960,,feb,10,4850,,march,10,4815,,april,10,4755,,may,10,,,june,10,,,july,10,,,august,10,,,sept,10,,,oct,10,,,nov,10,,,dec,10,
jan,11,5075,,feb,11,4850,,march,11,4710,,april,11,4775,,may,11,,,june,11,,,july,11,,,august,11,,,sept,11,,,oct,11,,,nov,11,,,dec,11,
jan,12,5060,,feb,12,4800,,march,12,4715,,april,12,4925,,may,12,,,june,12,,,july,12,,,august,12,,,sept,12,,,oct,12,,,nov,12,,,dec,12,
jan,13,4960,,feb,13,4800,,march,13,4775,,april,13,4935,,may,13,,,june,13,,,july,13,,,august,13,,,sept,13,,,oct,13,,,nov,13,,,dec,13,
jan,14,4960,,feb,14,4800,,march,14,4750,,april,14,4955,,may,14,,,june,14,,,july,14,,,august,14,,,sept,14,,,oct,14,,,nov,14,,,dec,14,
jan,15,4960,,feb,15,4935,,march,15,4835,,april,15,4935,,may,15,,,june,15,,,july,15,,,august,15,,,sept,15,,,oct,15,,,nov,15,,,dec,15,
jan,16,4900,,feb,16,4800,,march,16,4795,,april,16,4935,,may,16,,,june,16,,,july,16,,,august,16,,,sept,16,,,oct,16,,,nov,16,,,dec,16,
jan,17,4900,,feb,17,4925,,march,17,4785,,april,17,4700,,may,17,,,june,17,,,july,17,,,august,17,,,sept,17,,,oct,17,,,nov,17,,,dec,17,
jan,18,4950,,feb,18,4850,,march,18,4785,,april,18,4865,,may,18,,,june,18,,,july,18,,,august,18,,,sept,18,,,oct,18,,,nov,18,,,dec,18,
jan,19,4950,,feb,19,4885,,march,19,4735,,april,19,4855,,may,19,,,june,19,,,july,19,,,august,19,,,sept,19,,,oct,19,,,nov,19,,,dec,19,
jan,20,5125,,feb,20,4885,,march,20,4750,,april,20,4885,,may,20,,,june,20,,,july,20,,,august,20,,,sept,20,,,oct,20,,,nov,20,,,dec,20,
jan,1,5450,,feb,1,5400,,march,1,5375,,april,1,5850,,may,1,,,june,1,,,july,1,,,august,1,,,sept,1,,,oct,1,,,nov,1,,,dec,1,
jan,2,5450,,feb,2,5400,,march,2,5350,,april,2,6025,,may,2,,,june,2,,,july,2,,,august,2,,,sept,2,,,oct,2,,,nov,2,,,dec,2,
jan,3,5435,,feb,3,5400,,march,3,5350,,april,3,6000,,may,3,,,june,3,,,july,3,,,august,3,,,sept,3,,,oct,3,,,nov,3,,,dec,3,
jan,4,5435,,feb,4,5400,,march,4,5350,,april,4,6000,,may,4,,,june,4,,,july,4,,,august,4,,,sept,4,,,oct,4,,,nov,4,,,dec,4,
jan,5,5500,,feb,5,5350,,march,5,5350,,april,5,6100,,may,5,,,june,5,,,july,5,,,august,5,,,sept,5,,,oct,5,,,nov,5,,,dec,5,
jan,6,5500,,feb,6,5350,,march,6,5350,,april,6,6025,,may,6,,,june,6,,,july,6,,,august,6,,,sept,6,,,oct,6,,,nov,6,,,dec,6,
jan,7,5500,,feb,7,5350,,march,7,5350,,april,7,6075,,may,7,,,june,7,,,july,7,,,august,7,,,sept,7,,,oct,7,,,nov,7,,,dec,7,
jan,8,5450,,feb,8,5350,,march,8,5400,,april,8,6100,,may,8,,,june,8,,,july,8,,,august,8,,,sept,8,,,oct,8,,,nov,8,,,dec,8,
jan,9,5450,,feb,9,5350,,march,9,5400,,april,9,6175,,may,9,,,june,9,,,july,9,,,august,9,,,sept,9,,,oct,9,,,nov,9,,,dec,9,
jan,10,5400,,feb,10,5375,,march,10,5400,,april,10,6150,,may,10,,,june,10,,,july,10,,,august,10,,,sept,10,,,oct,10,,,nov,10,,,dec,10,
jan,11,5410,,feb,11,5350,,march,11,5400,,april,11,6150,,may,11,,,june,11,,,july,11,,,august,11,,,sept,11,,,oct,11,,,nov,11,,,dec,11,
jan,12,5400,,feb,12,5400,,march,12,5500,,april,12,6100,,may,12,,,june,12,,,july,12,,,august,12,,,sept,12,,,oct,12,,,nov,12,,,dec,12,
jan,13,5400,,feb,13,5350,,march,13,5500,,april,13,6100,,may,13,,,june,13,,,july,13,,,august,13,,,sept,13,,,oct,13,,,nov,13,,,dec,13,
jan,14,5350,,feb,14,5325,,march,14,5550,,april,14,6100,,may,14,,,june,14,,,july,14,,,august,14,,,sept,14,,,oct,14,,,nov,14,,,dec,14,
jan,15,5350,,feb,15,5350,,march,15,5550,,april,15,6150,,may,15,,,june,15,,,july,15,,,august,15,,,sept,15,,,oct,15,,,nov,15,,,dec,15,
jan,16,5350,,feb,16,5350,,march,16,5650,,april,16,6150,,may,16,,,june,16,,,july,16,,,august,16,,,sept,16,,,oct,16,,,nov,16,,,dec,16,
jan,17,5400,,feb,17,5300,,march,17,5650,,april,17,6215,,may,17,,,june,17,,,july,17,,,august,17,,,sept,17,,,oct,17,,,nov,17,,,dec,17,
jan,18,5400,,feb,18,5300,,march,18,5650,,april,18,6250,,may,18,,,june,18,,,july,18,,,august,18,,,sept,18,,,oct,18,,,nov,18,,,dec,18,
jan,19,5400,,feb,19,5325,,march,19,5700,,april,19,6200,,may,19,,,june,19,,,july,19,,,august,19,,,sept,19,,,oct,19,,,nov,19,,,dec,19,
jan,20,5400,,feb,20,5300,,march,20,5700,,april,20,6220,,may,20,,,june,20,,,july,20,,,august,20,,,sept,20,,,oct,20,,,nov,20,,,dec,20,
