month,date,price
feb,1,4050
feb,2,3870
feb,3,3866
feb,4,3950
feb,5,4002
feb,6,4000
feb,7,4020
feb,8,4000
feb,9,3850
feb,10,4074
feb,11,4074
feb,12,4072
feb,13,3979
feb,14,4090
feb,15,4150
feb,16,3926
feb,17,4113
feb,18,4029
feb,19,3950
feb,20,3979
feb,1,3904
feb,2,3950
feb,3,4090
feb,4,4176
feb,5,4092
feb,6,4074
feb,7,4062
feb,8,3951
feb,9,3959
feb,10,4039
feb,11,4410
feb,12,3719
feb,13,3490
feb,14,3478
feb,15,4400
feb,16,4109
feb,17,4000
feb,18,3935
feb,19,3701
feb,20,4010
feb,1,5220
feb,2,5642
feb,3,5300
feb,4,5529
feb,5,5728
feb,6,5375
feb,7,5442
feb,8,5321
feb,9,5451
feb,10,5210
feb,11,6429
feb,12,5569
feb,13,5499
feb,14,5373
feb,15,4775
feb,16,5269
feb,17,4967
feb,18,4450
feb,19,5095
feb,20,4318
feb,1,4119
feb,2,3719
feb,3,4399
feb,4,4586
feb,5,3908
feb,6,4409
feb,7,4163
feb,8,4159
feb,9,4536
feb,10,3761
feb,11,4432
feb,12,4497
feb,13,3992
feb,14,4549
feb,15,4080
feb,16,3971
feb,17,3815
feb,18,3971
feb,19,4080
feb,20,3971
feb,1,5110
feb,2,4847
feb,3,4950
feb,4,5067
feb,5,4745
feb,6,5227
feb,7,4860
feb,8,5074
feb,9,5002
feb,10,4551
feb,11,4178
feb,12,4231
feb,13,4556
feb,14,3828
feb,15,4306
feb,16,4452
feb,17,4335
feb,18,4444
feb,19,4506
feb,20,4519
