month,date,price
march,1,4000
march,2,3919
march,3,3926
march,4,3929
march,5,3920
march,6,3830
march,7,3990
march,8,3854
march,9,3842
march,10,3940
march,11,3839
march,12,3850
march,13,3760
march,14,3880
march,15,3893
march,16,3490
march,17,3650
march,18,3702
march,19,4021
march,20,3981
march,1,4109
march,2,4000
march,3,3935
march,4,3701
march,5,4010
march,6,3610
march,7,3939
march,8,3810
march,9,2944
march,10,4030
march,11,3313
march,12,3410
march,13,4230
march,14,3364
march,15,3499
march,16,3919
march,17,3790
march,18,3590
march,19,3668
march,20,3985
march,1,3938
march,2,5690
march,3,5230
march,4,4390
march,5,5452
march,6,4590
march,7,4920
march,8,4754
march,9,5503
march,10,5154
march,11,5285
march,12,5258
march,13,5929
march,14,4896
march,15,5354
march,16,4558
march,17,4670
march,18,4347
march,19,5665
march,20,4370
march,1,4080
march,2,3971
march,3,3815
march,4,3798
march,5,3860
march,6,3199
march,7,3957
march,8,3180
march,9,3553
march,10,3805
march,11,3676
march,12,3531
march,13,3539
march,14,3798
march,15,3978
march,16,3523
march,17,3278
march,18,2870
march,19,3298
march,20,3403
march,1,4101
march,2,4178
march,3,4199
march,4,4550
march,5,4444
march,6,4867
march,7,4230
march,8,4390
march,9,5019
march,10,5170
march,11,5444
march,12,4375
march,13,5605
march,14,5269
march,15,5636
march,16,5627
march,17,5576
march,18,5154
march,19,5564
march,20,5444
