month,date,price
oct,1,4590
oct,2,4420
oct,3,4215
oct,4,4420
oct,5,4395
oct,6,4420
oct,7,4385
oct,8,4530
oct,9,4475
oct,10,4495
oct,11,4400
oct,12,4325
oct,13,4265
oct,14,4265
oct,15,4215
oct,16,4370
oct,17,4250
oct,18,4250
oct,19,4250
oct,20,4250
oct,1,5550
oct,2,5210
oct,3,5310
oct,4,5365
oct,5,5495
oct,6,5285
oct,7,4600
oct,8,4580
oct,9,4630
oct,10,4500
oct,11,4560
oct,12,4850
oct,13,4910
oct,14,4810
oct,15,4745
oct,16,4650
oct,17,4730
oct,18,4730
oct,19,4740
oct,20,4690
oct,1,4975
oct,2,5255
oct,3,4895
oct,4,5380
oct,5,5108
oct,6,4992
oct,7,4808
oct,8,4012
oct,9,4142
oct,10,4945
oct,11,4625
oct,12,4888
oct,13,4730
oct,14,4932
oct,15,4962
oct,16,4788
oct,17,4895
oct,18,4820
oct,19,4905
oct,20,4952
oct,1,5150
oct,2,5625
oct,3,5935
oct,4,6030
oct,5,6000
oct,6,6015
oct,7,5920
oct,8,5945
oct,9,5950
oct,10,6030
oct,11,5910
oct,12,5690
oct,13,5825
oct,14,5920
oct,15,5945
oct,16,5950
oct,17,6030
oct,18,5910
oct,19,5690
oct,20,5825
