month,day,price
nov,1,4321
nov,2,4400
nov,3,4421
nov,4,4400
nov,5,4399
nov,6,4360
nov,7,4280
nov,8,4274
nov,9,4088
nov,10,4169
nov,11,4225
nov,12,4330
nov,13,4344
nov,14,4340
nov,15,4259
nov,16,4234
nov,17,4224
nov,18,4210
nov,19,4242
nov,20,4239
nov,1,4992
nov,2,4983
nov,3,5131
nov,4,5086
nov,5,5140
nov,6,5169
nov,7,5220
nov,8,5279
nov,9,5373
nov,10,5370
nov,11,5271
nov,12,5110
nov,13,5156
nov,14,4286
nov,15,5215
nov,16,5157
nov,17,5123
nov,18,5166
nov,19,5088
nov,20,5200
nov,1,5022
nov,2,5025
nov,3,5176
nov,4,5171
nov,5,5158
nov,6,5217
nov,7,5264
nov,8,5358
nov,9,5425
nov,10,5419
nov,11,5371
nov,12,5319
nov,13,5211
nov,14,4320
nov,15,5270
nov,16,5214
nov,17,5195
nov,18,5312
nov,19,5275
nov,20,5210
nov,1,5325
nov,2,5268
nov,3,5331
nov,4,5273
nov,5,5273
nov,6,5340
nov,7,5380
nov,8,5458
nov,9,5536
nov,10,5521
nov,11,5475
nov,12,5535
nov,13,5469
nov,14,5504
nov,15,5510
nov,16,5457
nov,17,5275
nov,18,5302
nov,19,5361
nov,20,5332
