month,day,price
dec,1,4239
dec,2,4225
dec,3,4194
dec,4,4240
dec,5,4246
dec,6,4250
dec,7,4236
dec,8,4251
dec,9,4258
dec,10,4266
dec,11,4285
dec,12,4308
dec,13,4410
dec,14,4419
dec,15,4400
dec,16,4424
dec,17,4426
dec,18,4480
dec,19,4583
dec,20,4616
dec,1,5100
dec,2,5050
dec,3,5078
dec,4,5042
dec,5,5060
dec,6,5005
dec,7,5076
dec,8,5042
dec,9,5095
dec,10,5161
dec,11,5156
dec,12,5072
dec,13,5085
dec,14,5076
dec,15,5085
dec,16,5111
dec,17,5111
dec,18,5249
dec,19,5208
dec,20,5246
dec,1,5204
dec,2,5200
dec,3,5135
dec,4,5083
dec,5,5100
dec,6,5110
dec,7,5151
dec,8,5183
dec,9,5190
dec,10,5180
dec,11,5181
dec,12,5144
dec,13,5170
dec,14,5152
dec,15,5190
dec,16,5200
dec,17,5200
dec,18,5297
dec,19,5286
dec,20,5311
dec,1,5202
dec,2,5275
dec,3,5382
dec,4,5366
dec,5,5365
dec,6,5394
dec,7,5356
dec,8,5258
dec,9,5268
dec,10,5256
dec,11,5253
dec,12,5268
dec,13,5168
dec,14,5283
dec,15,5253
dec,16,5243
dec,17,5203
dec,18,5322
dec,19,5384
dec,20,5350
