month,day,price
jan,1,4535
jan,2,4650
jan,3,4675
jan,4,4600
jan,5,4600
jan,6,4555
jan,7,4555
jan,8,4500
jan,9,4550
jan,10,4565
jan,11,4545
jan,12,4575
jan,13,4465
jan,14,4450
jan,15,4475
jan,16,4465
jan,17,4465
jan,18,4465
jan,19,4525
jan,20,4525
jan,1,5150
jan,2,5250
jan,3,5265
jan,4,5300
jan,5,5325
jan,6,5325
jan,7,5375
jan,8,5375
jan,9,5385
jan,10,5450
jan,11,5450
jan,12,5450
jan,13,5465
jan,14,5235
jan,15,5265
jan,16,5335
jan,17,5325
jan,18,5375
jan,19,5545
jan,20,5625
jan,1,4940
jan,2,4970
jan,3,4950
jan,4,4930
jan,5,4950
jan,6,4950
jan,7,4945
jan,8,5050
jan,9,4950
jan,10,4960
jan,11,5075
jan,12,5060
jan,13,4960
jan,14,4960
jan,15,4960
jan,16,4900
jan,17,4900
jan,18,4950
jan,19,4950
jan,20,5125
jan,1,5450
jan,2,5450
jan,3,5435
jan,4,5435
jan,5,5500
jan,6,5500
jan,7,5500
jan,8,5450
jan,9,5450
jan,10,5400
jan,11,5410
jan,12,5400
jan,13,5400
jan,14,5350
jan,15,5350
jan,16,5350
jan,17,5400
jan,18,5400
jan,19,5400
jan,20,5400
