month,day,price
dec,1,4449
dec,2,4398
dec,3,4351
dec,4,4370
dec,5,4383
dec,6,4380
dec,7,4288
dec,8,4315
dec,9,4385
dec,10,4385
dec,11,4415
dec,12,4497
dec,13,4481
dec,14,4460
dec,15,4596
dec,16,4590
dec,17,4758
dec,18,4760
dec,19,4660
dec,20,4653
dec,1,5000
dec,2,5150
dec,3,5180
dec,4,5100
dec,5,5100
dec,6,5060
dec,7,5090
dec,8,5050
dec,9,5050
dec,10,5050
dec,11,5050
dec,12,5065
dec,13,5070
dec,14,5050
dec,15,5040
dec,16,5050
dec,17,5080
dec,18,5140
dec,19,5200
dec,20,5300
dec,1,5110
dec,2,5185
dec,3,5190
dec,4,5115
dec,5,5186
dec,6,5072
dec,7,5226
dec,8,5075
dec,9,5080
dec,10,5100
dec,11,5081
dec,12,5075
dec,13,5091
dec,14,5176
dec,15,5049
dec,16,5098
dec,17,5130
dec,18,5158
dec,19,5212
dec,20,5320
dec,1,5300
dec,2,5300
dec,3,5411
dec,4,5500
dec,5,5421
dec,6,5421
dec,7,5410
dec,8,5400
dec,9,5405
dec,10,5410
dec,11,5405
dec,12,5360
dec,13,5325
dec,14,5250
dec,15,5200
dec,16,5220
dec,17,5325
dec,18,5350
dec,19,5450
dec,20,5445
dec,1,5331
dec,2,5345
dec,3,5421
dec,4,5510
dec,5,5500
dec,6,5450
dec,7,5481
dec,8,5430
dec,9,5415
dec,10,5450
dec,11,5471
dec,12,5471
dec,13,5350
dec,14,5275
dec,15,5215
dec,16,5225
dec,17,5341
dec,18,5360
dec,19,5460
dec,20,5461
