month,day,price
feb,1,4061
feb,2,4070
feb,3,4025
feb,4,4112
feb,5,4050
feb,6,4050
feb,7,4043
feb,8,4032
feb,9,4032
feb,10,4035
feb,11,4026
feb,12,4065
feb,13,4076
feb,14,4072
feb,15,4054
feb,16,4043
feb,17,4111
feb,18,4140
feb,19,4161
feb,20,4159
feb,1,4560
feb,2,4575
feb,3,4580
feb,4,4500
feb,5,4520
feb,6,4470
feb,7,4480
feb,8,4482
feb,9,4510
feb,10,4520
feb,11,4511
feb,12,4635
feb,13,4635
feb,14,4600
feb,15,4580
feb,16,4575
feb,17,4550
feb,18,4550
feb,19,4580
feb,20,4620
feb,1,5910
feb,2,5940
feb,3,6004
feb,4,5943
feb,5,5940
feb,6,5925
feb,7,5910
feb,8,5920
feb,9,5995
feb,10,6031
feb,11,5980
feb,12,6030
feb,13,5900
feb,14,5900
feb,15,5870
feb,16,5815
feb,17,5934
feb,18,5868
feb,19,5909
feb,20,6050
feb,1,5150
feb,2,5250
feb,3,5250
feb,4,5240
feb,5,5150
feb,6,5150
feb,7,5200
feb,8,5200
feb,9,5230
feb,10,5190
feb,11,5115
feb,12,4982
feb,13,5070
feb,14,4950
feb,15,4980
feb,16,5000
feb,17,5000
feb,18,5070
feb,19,5080
feb,20,5060
feb,1,5500
feb,2,5451
feb,3,5450
feb,4,5400
feb,5,5450
feb,6,5430
feb,7,5430
feb,8,5460
feb,9,5560
feb,10,5500
feb,11,5518
feb,12,5500
feb,13,5471
feb,14,5460
feb,15,5450
feb,16,5450
feb,17,5450
feb,18,5450
feb,19,5470
feb,20,5460
