month,date,price
jan,1,4040
jan,2,4025
jan,3,4085
jan,4,4100
jan,5,4050
jan,6,3990
jan,7,3985
jan,8,3905
jan,9,4005
jan,10,3970
jan,11,3920
jan,12,3955
jan,13,3800
jan,14,3800
jan,15,3790
jan,16,3795
jan,17,3820
jan,18,3735
jan,19,3790
jan,20,3855
jan,1,4600
jan,2,4570
jan,3,4550
jan,4,4525
jan,5,4580
jan,6,4595
jan,7,4530
jan,8,4500
jan,9,4480
jan,10,4570
jan,11,4425
jan,12,4515
jan,13,4520
jan,14,4475
jan,15,4455
jan,16,4410
jan,17,4390
jan,18,4410
jan,19,4435
jan,20,4450
jan,1,5040
jan,2,5130
jan,3,5210
jan,4,5195
jan,5,5160
jan,6,5185
jan,7,5200
jan,8,5345
jan,9,5335
jan,10,5515
jan,11,5660
jan,12,5375
jan,13,5340
jan,14,5460
jan,15,5675
jan,16,5570
jan,17,5465
jan,18,5460
jan,19,5390
jan,20,5300
jan,1,4250
jan,2,4150
jan,3,4250
jan,4,4750
jan,5,4550
jan,6,4250
jan,7,4500
jan,8,4250
jan,9,4250
jan,10,4500
jan,11,4350
jan,12,4350
jan,13,4250
jan,14,4250
jan,15,4350
jan,16,4350
jan,17,4350
jan,18,4550
jan,19,4350
jan,20,4350
jan,1,4350
jan,2,4500
jan,3,4350
jan,4,5000
jan,5,4300
jan,6,4350
jan,7,4350
jan,8,4500
jan,9,4150
jan,10,4650
jan,11,4500
jan,12,4500
jan,13,4300
jan,14,4350
jan,15,4350
jan,16,4500
jan,17,4150
jan,18,4650
jan,19,4500
jan,20,4500
