month,date,price
may,1,4240
may,2,4035
may,3,4330
may,4,4425
may,5,4470
may,6,4525
may,7,4505
may,8,4465
may,9,4400
may,10,4535
may,11,4550
may,12,4435
may,13,4300
may,14,4275
may,15,4260
may,16,4315
may,17,4200
may,18,4250
may,19,4280
may,20,4250
may,1,4702
may,2,4667
may,3,4690
may,4,4702
may,5,4700
may,6,4715
may,7,4725
may,8,4627
may,9,4610
may,10,4525
may,11,4615
may,12,4585
may,13,4625
may,14,4660
may,15,4667
may,16,4687
may,17,4712
may,18,4725
may,19,4715
may,20,4752
may,1,4945
may,2,4967
may,3,4922
may,4,4887
may,5,4885
may,6,4885
may,7,4925
may,8,4810
may,9,4897
may,10,5022
may,11,4860
may,12,4997
may,13,4892
may,14,5000
may,15,4865
may,16,4982
may,17,5042
may,18,4955
may,19,4952
may,20,4887
may,1,4712
may,2,4920
may,3,5027
may,4,4827
may,5,5077
may,6,4917
may,7,4870
may,8,4947
may,9,5060
may,10,5112
may,11,4955
may,12,4947
may,13,4900
may,14,5107
may,15,4980
may,16,4900
may,17,4950
may,18,4920
may,19,5152
may,20,4965
may,1,6275
may,2,6245
may,3,6200
may,4,6200
may,5,6100
may,6,6075
may,7,5807
may,8,5700
may,9,6000
may,10,6115
may,11,5547
may,12,5910
may,13,6100
may,14,6125
may,15,5945
may,16,6030
may,17,6200
may,18,6250
may,19,6230
may,20,6320
