month,day,price
feb,1,5400
feb,2,5400
feb,3,5400
feb,4,5400
feb,5,5400
feb,6,5400
feb,7,5400
feb,8,5400
feb,9,5350
feb,10,5400
feb,11,5400
feb,12,5400
feb,13,5400
feb,14,5400
feb,15,5400
feb,16,5400
feb,17,5400
feb,18,5400
feb,19,5400
feb,20,5400
feb,1,4300
feb,2,4300
feb,3,4000
feb,4,4000
feb,5,4500
feb,6,4500
feb,7,4250
feb,8,4250
feb,9,4500
feb,10,4500
feb,11,4000
feb,12,4000
feb,13,4000
feb,14,4000
feb,15,4000
feb,16,4000
feb,17,4000
feb,18,4000
feb,19,4000
feb,20,4000
feb,1,5200
feb,2,5100
feb,3,5150
feb,4,5000
feb,5,5000
feb,6,5000
feb,7,5200
feb,8,5200
feb,9,5000
feb,10,5000
feb,11,5000
feb,12,5000
feb,13,5000
feb,14,5100
feb,15,5100
feb,16,5100
feb,17,5000
feb,18,5000
feb,19,5000
feb,20,5000
feb,1,4785
feb,2,4870
feb,3,4572
feb,4,5010
feb,5,5040
feb,6,4572
feb,7,4520
feb,8,4985
feb,9,4672
feb,10,4916
feb,11,4785
feb,12,4870
feb,13,4572
feb,14,5010
feb,15,5040
feb,16,4572
feb,17,4520
feb,18,4985
feb,19,4672
feb,20,4916
