month,date,price
april,1,4245
april,2,4225
april,3,4500
april,4,4545
april,5,4450
april,6,4550
april,7,4520
april,8,4520
april,9,4475
april,10,4400
april,11,4500
april,12,4500
april,13,4520
april,14,4500
april,15,4360
april,16,4435
april,17,4580
april,18,4540
april,19,4515
april,20,4665
april,1,4880
april,2,4920
april,3,4850
april,4,4900
april,5,4900
april,6,4950
april,7,4900
april,8,4800
april,9,4900
april,10,4850
april,11,4980
april,12,4980
april,13,4980
april,14,4900
april,15,4950
april,16,4950
april,17,4950
april,18,4950
april,19,4980
april,20,5000
april,1,4865
april,2,4740
april,3,4720
april,4,4785
april,5,4930
april,6,4835
april,7,4795
april,8,4725
april,9,4750
april,10,4845
april,11,4800
april,12,4850
april,13,4675
april,14,4650
april,15,4625
april,16,4845
april,17,4800
april,18,4850
april,19,4675
april,20,4650
april,1,4630
april,2,4665
april,3,4700
april,4,4750
april,5,4705
april,6,4850
april,7,4855
april,8,4895
april,9,4845
april,10,4835
april,11,4800
april,12,4900
april,13,4840
april,14,4720
april,15,4815
april,16,4695
april,17,4800
april,18,4715
april,19,4650
april,20,4695
april,1,5945
april,2,5950
april,3,5980
april,4,6150
april,5,6300
april,6,6390
april,7,6395
april,8,6240
april,9,6320
april,10,6300
april,11,6200
april,12,6295
april,13,6220
april,14,6190
april,15,6190
april,16,6200
april,17,6150
april,18,6175
april,19,6190
april,20,6195
