month,day,area_sown,yield,inflation,price
april,1,38,396,2.94,4450
april,2,38,396,2.94,4440
april,3,38,396,2.94,4546
april,4,38,396,2.94,4505
april,5,38,396,2.94,4536
april,6,38,396,2.94,4575
april,7,38,396,2.94,4725
april,8,38,396,2.94,4787
april,9,38,396,2.94,4755
april,10,38,396,2.94,4750
april,11,38,396,2.94,4875
april,12,38,396,2.94,4715
april,13,38,396,2.94,4725
april,14,38,396,2.94,4725
april,15,38,396,2.94,4735
april,16,38,396,2.94,4735
april,17,38,396,2.94,4550
april,18,38,396,2.94,4610
april,19,38,396,2.94,4750
april,20,38,396,2.94,4750
april,1,43.51,326,4.86,5525
april,2,43.51,326,4.86,5450
april,3,43.51,326,4.86,5350
april,4,43.51,326,4.86,5520
april,5,43.51,326,4.86,5550
april,6,43.51,326,4.86,5337
april,7,43.51,326,4.86,5425
april,8,43.51,326,4.86,5312
april,9,43.51,326,4.86,5312
april,10,43.51,326,4.86,5300
april,11,43.51,326,4.86,5325
april,12,43.51,326,4.86,5287
april,13,43.51,326,4.86,5275
april,14,43.51,326,4.86,5287
april,15,43.51,326,4.86,5250
april,16,43.51,326,4.86,5337
april,17,43.51,326,4.86,5300
april,18,43.51,326,4.86,5275
april,19,43.51,326,4.86,5200
april,20,43.51,326,4.86,5250
april,1,42.64,302,7.66,4050
april,2,42.64,302,7.66,4075
april,3,42.64,302,7.66,4125
april,4,42.64,302,7.66,4100
april,5,42.64,302,7.66,4125
april,6,42.64,302,7.66,4125
april,7,42.64,302,7.66,4150
april,8,42.64,302,7.66,4250
april,9,42.64,302,7.66,4250
april,10,42.64,302,7.66,4225
april,11,42.64,302,7.66,4150
april,12,42.64,302,7.66,4200
april,13,42.64,302,7.66,4200
april,14,42.64,302,7.66,4162
april,15,42.64,302,7.66,4150
april,16,42.64,302,7.66,4100
april,17,42.64,302,7.66,4000
april,18,42.64,302,7.66,4037
april,19,42.64,302,7.66,4000
april,20,42.64,302,7.66,4075
april,1,43.69,319,6.76,5700
april,2,43.69,319,6.76,5825
april,3,43.69,319,6.76,5900
april,4,43.69,319,6.76,5925
april,5,43.69,319,6.76,5925
april,6,43.69,319,6.76,5875
april,7,43.69,319,6.76,5900
april,8,43.69,319,6.76,5875
april,9,43.69,319,6.76,5850
april,10,43.69,319,6.76,5850
april,11,43.69,319,6.76,5875
april,12,43.69,319,6.76,5850
april,13,43.69,319,6.76,5900
april,14,43.69,319,6.76,6025
april,15,43.69,319,6.76,6050
april,16,43.69,319,6.76,6025
april,17,43.69,319,6.76,6087
april,18,43.69,319,6.76,6037
april,19,43.69,319,6.76,6025
april,20,43.69,319,6.76,6025
