month,date,price
march,1,3750
march,2,3765
march,3,3735
march,4,3780
march,5,3815
march,6,3740
march,7,3740
march,8,3775
march,9,3810
march,10,3825
march,11,3815
march,12,3785
march,13,3795
march,14,3790
march,15,3715
march,16,3815
march,17,3835
march,18,3855
march,19,3950
march,20,3900
march,1,4400
march,2,4350
march,3,3800
march,4,4065
march,5,4025
march,6,4070
march,7,4035
march,8,4085
march,9,3785
march,10,4035
march,11,4090
march,12,4025
march,13,4020
march,14,3975
march,15,3890
march,16,4000
march,17,4110
march,18,4055
march,19,4090
march,20,4130
march,1,5535
march,2,5535
march,3,5600
march,4,5590
march,5,5620
march,6,5365
march,7,5575
march,8,5050
march,9,5125
march,10,5220
march,11,5340
march,12,5380
march,13,5285
march,14,5410
march,15,5715
march,16,5460
march,17,5575
march,18,5535
march,19,5915
march,20,5725
march,1,4430
march,2,4635
march,3,4420
march,4,4600
march,5,4730
march,6,4645
march,7,4615
march,8,4590
march,9,4685
march,10,4510
march,11,4405
march,12,4310
march,13,4665
march,14,4680
march,15,4650
march,16,4610
march,17,4530
march,18,4560
march,19,4495
march,20,4500
march,1,5550
march,2,5575
march,3,5570
march,4,5250
march,5,5490
march,6,5580
march,7,5550
march,8,5590
march,9,5600
march,10,5500
march,11,5635
march,12,5500
march,13,5445
march,14,5890
march,15,6125
march,16,6250
march,17,6000
march,18,6275
march,19,6270
march,20,6200
